The file here shows the position of mirror adjcent to laser range finder
better use 663 - 669
    (659, 0.356000)
    (660, 0.367000)
    (661, 0.374000)
    (662, 0.374000)
    (663, 0.374000)
    (664, 0.377000)
    (665, 0.380000)
    (666, 0.387000)
    (667, 0.393000)
    (668, 0.393000)
    (669, 0.393000)
    (670, 0.393000)
    (671, 0.392000)
    (672, 0.388000)
    (673, 0.385000)
    (674, 0.377000)
    (675, 0.326000)

